SCH_NAME,LCITY,LZIP
Ocean Grove Charter,Boulder Creek,95006
Classical Academy Vista,Oceanside,92056
B. Roberto Cruz Leadership Academy,San Jose,95127
Pathways to College K8,Hesperia,92345
Camino Nuevo Charter High,Los Angeles,90026
New Heights Charter,Los Angeles,90008
Meadows Arts and Technology Elementary,Thousand Oaks,91362
American Indian Public Charter,Oakland,94607
Sol Aureus College Preparatory,Sacramento,95831
SOAR Charter Academy,San Bernardino,92408
SCALE Leadership Academy,Acton,93510
SD Global Vision Academy,San Diego,92116
PUC Triumph Charter Academy and PUC Triumph Charter High,Sylmar,91342
Crescent Valley Public Charter II,Visalia,92391
Palm Lane Elementary Charter,Anaheim,92802
Mojave River Academy - Route 66,Victorville,92595
Palisades Charter High,Pacific Palisades,90272
The Heights Charter,Alpine,91901
CHIME Institute's Schwarzenegger Community,Woodland Hills,91364
Leadership High,San Francisco,94112
NorCal Trade and Tech,Sacramento,95842
Downtown Charter Academy,Oakland,94606
Los Angeles Leadership Academy,Los Angeles,90031
Wilder's Preparatory Academy Charter Middle,Inglewood,90302
Aspire Triumph Technology Academy,Oakland,94605
Willits Elementary Charter,Willits,95490
KIPP Bayview Elementary,San Francisco,94124
Sierra Expeditionary Learning,Truckee,96161
Options for Youth-Acton,Fontana,92337
Olive Grove Charter - Buellton,Buellton,93427
Making Waves Academy,Richmond,94806
Elevate,San Diego,92123
Thrive Public,San Diego,92115
Da Vinci Communications,El Segundo,90245
Uplift California Santa Barbara,New Cuyama,93254
ISANA Himalia Academy,Los Angeles,90037
Valley Life Charter,Visalia,93277
Sweetwater Secondary,Chula Vista,91910
Health Sciences Middle,San Diego,92102
Creekside Charter,Olympic Valley,96146
Sutter Peak Charter Academy,Live Oak,95953
Peabody Charter,Santa Barbara,93105
Latitude 37.8 High,Oakland,94601
High Tech High Media Arts,San Diego,92106
Harbor Springs Charter,Julian,92036
Compass Charter Schools of San Diego,Thousand Oaks,91361
OnePurpose,San Francisco,94124
EPIC Charter (Excellence Performance Innovation Citizenship),Anaheim,92805
Howard Gardner Community Charter,Chula Vista,91910
All Tribes Elementary Charter,Valley Center,92082
Audeo Charter,San Diego,92121
Encore Jr./Sr. High Sch for the Perf and Visual Arts,Hesperia,92345
Aspire Titan Academy,Huntington Park,90255
College Preparatory Middle - East County,Pine Valley,91962
Monsenor Oscar Romero Charter Middle,Los Angeles,90006
Iftin Charter,San Diego,92115
Insight @ San Diego,Simi Valley,93065
Valor Academy Elementary,Northridge,91325
PUC Community Charter Elementary,Sylmar,91342
California Heritage Youthbuild Academy II,Redding,96002
Bright Star Secondary Charter Academy,Los Angeles,90047
Ingenuity Charter,San Diego,92114
Los Angeles Academy of Arts and Enterprise,Los Angeles,90026
Intellectual Virtues Academy,Long Beach,90813
Rocketship Si Se Puede Academy,San Jose,95116
Pacific View Charter,Oceanside,92056
Multicultural Learning Center,Canoga Park,91303
Animo Phillis Wheatley Charter Middle,Los Angeles,90047
Environmental Charter Middle - Inglewood,Inglewood,90303
ISANA Palmati Academy,North Hollywood,91606
Alliance Kory Hunter Middle,Los Angeles,90001
New Designs Charter School-Watts,Los Angeles,90061
KIPP Comienza Community Prep,Huntington Park,90255
Keiller Leadership Academy,San Diego,92114
Ivy Bound Acad Math Sci and Tech Charter Mid 2,Northridge,91324
Aspire Richmond Technology Academy,Richmond,94806
New Designs Charter,Los Angeles,90007
Pivot Charter School North Valley II,Chico,95928
Los Feliz Charter School for the Arts,Los Angeles,90065
Urban Discovery Academy Charter,San Diego,92101
Aspire Golden State College Preparatory Academy,Oakland,94610
Aspire Centennial College Preparatory Academy,Huntington Park,90255
Inspire School of Arts and Sciences,Chico,95926
Glacier High School Charter,Oakhurst,93644
Uncharted Shores Academy,Crescent City,95531
Aspire Junior Collegiate Academy,Huntington Park,90255
Norton Science and Language Academy,San Bernardino,92408
Lake County International Charter,Middletown,95461
Classical Academy,Escondido,92025
ACE Charter High,San Jose,95133
Mission View Public,Santa Clarita,91355
Sherman Thomas Charter High,Madera,93638
North Valley Military Institute College Preparatory Academy,Sun Valley,91352
Nova Academy Early College High,Santa Ana,92701
Valiant Academy of Los Angeles,Acton,93510
International School of Monterey,Seaside,93955
Alliance Ted K. Tajima High,Los Angeles,90026
WISH Academy High,Los Angeles,90045
Monterey Bay Charter,Pacific Grove,93950
New Village Girls Academy,Los Angeles,90026
Alliance Alice M. Baxter College-Ready High,San Pedro,90731
Watts Learning Center,Los Angeles,90003
Yuba Environmental Science Charter Academy,Oregon House,95962
TEACH Prep Mildred S. Cunningham & Edith H. Morris Elem,Los Angeles,90047
KIPP Adelante Preparatory Academy,San Diego,92101
Mojave River Academy - Silver Mountain,Barstow,92311
Mueller Charter (Robert L.),Chula Vista,91910
Opportunities for Learning - Santa Clarita,Valencia,91355
CHAMPS - Charter HS of Arts-Multimedia & Performing,Van Nuys,91405
Laurel Tree Charter,Arcata,95521
Caliber: ChangeMakers Academy,Vallejo,94590
Five Keys Adult School (SF Sheriff's),San Francisco,94107
PUC Lakeview Charter Academy,Lake View Terrace,91342
King-Chavez Academy of Excellence,San Diego,92113
Valley Charter Elementary,North Hills,91343
Golden Valley Orchard,Orangevale,95662
Edison-Bethune Charter Academy,Fresno,93706
Alliance College-Ready Middle Academy 8,Los Angeles,90063
Heartland Charter,Bakersfield,93309
Discovery Charter,San Jose,95117
JCS - Pine Hills,Temecula,92592
Clear Passage Educational Center,Long Beach,90813
Santa Monica Boulevard Community Charter,Los Angeles,90038
Redding STEM Academy,Redding,96003
Birmingham Community Charter High,Lake Balboa,91406
Downtown College Preparatory,San Jose,95110
Aspire Capitol Heights Academy,Sacramento,95817
ISANA Nascent Academy,Los Angeles,90018
Scholarship Prep - Oceanside,Oceanside,92057
Mojave River Academy - Gold Canyon,Fontana,92335
Piner-Olivet Charter,Santa Rosa,95403
Oasis Charter Public,Salinas,93907
Aspire East Palo Alto Charter,East Palo Alto,94303
Family First Charter,Hawthorne,90250
Northern United - Siskiyou Charter,Yreka,96097
Summit Leadership Academy-High Desert,Hesperia,92345
Willow Creek Academy Charter,Sausalito,94965
Sierra Charter,Fresno,93727
Redwood Academy of Ukiah,Ukiah,95482
Orange County Workforce Innovation High,Anaheim,92801
LA's Promise Charter High #1,Los Angeles,90062
Fenton STEM Acad: Elem Center for Sci Tech Engr and Math,Sun Valley,91352
Envision Academy for Arts & Technology,Oakland,94612
Achieve Charter High,Chico,95926
California Virtual Academy at Fresno,Simi Valley,93065
Lennox Mathematics Science and Technology Academy,Lennox,90304
CORE Placer Charter,Colfax,95713
KIPP Heartwood Academy,San Jose,95122
Aloha Elementary,Lakewood,90715
Artesia High,Lakewood,90715
Bragg Elementary,Cerritos,90703
Burbank (Luther) Elementary,Artesia,90701
Carmenita Middle,Cerritos,90703
Carver (Charles J.) Elementary,Cerritos,90703
Cerritos Elementary,Cerritos,90703
Cerritos High,Cerritos,90703
Elliott (William F) Elementary,Artesia,90703
Ross (Faye) Middle,Artesia,90701
Furgeson (Venn W.) Elementary,Hawaiian Gardens,90716
Gahr (Richard) High,Cerritos,90703
Gonsalves (Joe A.) Elementary,Cerritos,90703
Haskell (Pliny Fisk) Middle,Cerritos,90703
Hawaiian Elementary,Hawaiian Gardens,90716
Juarez (Benito) Elementary,Cerritos,90703
Kennedy (John F.) Elementary,Artesia,90701
Fedde (Pharis F.) Middle,Hawaiian Gardens,90716
Leal (Frank C.) Elementary,Cerritos,90703
Melbourne (Ella P.) Elementary,Lakewood,90715
Niemes (John H.) Elementary,Artesia,90701
Nixon (Patricia) Elementary,Cerritos,90703
Palms Elementary,Lakewood,90715
Stowers(Cecil B.) Elementary,Cerritos,90703
Tetzlaff (Martin B.) Middle,Cerritos,90703
Tracy (Wilbur) High (Continuation),Cerritos,90703
Whitney (Gretchen) High,Cerritos,90703
Willow Elementary,Lakewood,90715
Wittmann (Helen) Elementary,Cerritos,90703
ABC Secondary (Alternative),Cerritos,90703
Rocketship Discovery Prep,San Jose,95116
High Tech Middle North County,San Marcos,92078
Roses in Concrete,Oakland,94619
Animo Legacy Charter Middle,Los Angeles,90047
Alta Vista Innovation High,Hesperia,92345
KIPP San Francisco Bay Academy,San Francisco,94115
Innovations Academy,San Diego,92131
Humphreys College Academy of Business Law and Education,Stockton,95207
Community Collaborative Virtual - Sage Oak Charter,San Marcos,92069
Magnolia Science Academy Bell,Bell,90201
Trivium Charter School Adventure,Lompoc,93436
Pacific View Charter 2.0,Eureka,95501
College Bridge Academy,Los Angeles,90007
New Day Academy,Alturas,96101
Alternatives in Action,Oakland,94621
Alpha Cindy Avitia High,San Jose,95122
Rocketship Alma Academy,San Jose,95110
College Preparatory Middle,Spring Valley,91977
County Collaborative Charter,Pine Valley,91962
Leadership Military Academy,Moreno Valley,92553
Provisional Accelerated Learning Academy,San Bernardino,92407
The Academy of Alameda,Alameda,94501
Pathways Academy Charter Adult Education,San Marcos,92069
Eel River Charter,Covelo,95428
Arroyo Vista Charter,Chula Vista,91915
Olive Grove Charter,New Cuyama,93254
Impact Academy of Arts & Technology,Hayward,94545
Summit Public School: Shasta,Daly City,94015
Animo Mae Jemison Charter Middle,Los Angeles,90061
Acalanes High,Lafayette,94549
Campolindo High,Moraga,94556
Las Lomas High,Walnut Creek,94596
Miramonte High,Orinda,94563
Acalanes Center for Independent Study,Walnut Creek,94595
California Collegiate Charter,Los Angeles,90062
Gabriella Charter 2,Los Angeles,90011
California Montessori Project-San Juan Campuses,Carmichael,95608
Alliance Virgil Roberts Leadership Academy,Los Angeles,90043
Golden Oak Montessori of Hayward,Castro Valley,94546
Downtown College Prep - Alum Rock,San Jose,95122
Animo Jackie Robinson High,Los Angeles,90007
Animo Ellen Ochoa Charter Middle,Los Angeles,90022
Optimist Charter,Los Angeles,90042
Heritage K-8 Charter,Escondido,92027
eCademy Charter at Crane,Turlock,95380
Kavod Charter,San Diego,92111
Pivot Online Charter - North Bay,Santa Rosa,95401
Alameda Community Learning Center,Alameda,94501
Chico Country Day,Chico,95928
Alliance Collins Family College-Ready High,Huntington Park,90255
Aspire Pacific Academy,Huntington Park,90255
The City,Los Angeles,90016
Golden Valley River,Orangevale,95662
Richmond Charter Elementary-Benito Juarez,Richmond,94804
Alpha: Cornerstone Academy Preparatory,San Jose,95122
Oxford Preparatory Academy - Saddleback Valley,Lake Forest,92630
Millennium Charter High,Salinas,93901
Rocklin Academy at Meyers Street,Rocklin,95677
California Prep Sutter 8-12,Ontario,91764
California Academy of Sports Science,Ontario,91764
Crescent View West Public Charter,Fresno,93726
Magnolia Science Academy 4,Los Angeles,90064
Valor Academy Middle,North Hills,91343
Bowman Charter,Auburn,95603
SIATech Academy South,Los Angeles,90033
MethodSchools,El Cajon,92019
Lifeline Education Charter,Compton,90221
High Tech LA,Lake Balboa,91406
Morrice Schaefer Charter,Santa Rosa,95403
LaVerne Elementary Preparatory Academy,Hesperia,92345
King-Chavez Preparatory Academy,San Diego,92102
JCS - Cedar Cove,Encinitas,92024
Pivot Charter School - San Diego II,San Marcos,92078
Alliance Leichtman-Levine Family Foundation Env Sci High,Los Angeles,90065
Community School for Creative Education,Oakland,94606
California STEAM Sonoma II,Guernville,95446
KIPP Academy of Opportunity,Los Angeles,90003
Alliance Jack H. Skirball Middle,Los Angeles,90059
San Jose Charter Academy,West Covina,91790
KIPP Compton Community,Los Angeles,90061
San Jose Conservation Corps Charter,San Jose,95112
Millennium Charter,Tracy,95376
Watts Learning Center Charter Middle,Los Angeles,90003
City Heights Preparatory Charter,San Diego,92105
Empire Springs Charter,Helendale,92342
Global Education Academy,Los Angeles,90037
Aspire Alexander Twilight Secondary Academy,Sacramento,95821
ASCEND,Oakland,94601
Guajome Park Academy Charter,Vista,92083
Magnolia Science Academy,Reseda,91335
Alliance Margaret M. Bloomfield Technology Academy High,Huntington Park,90255
Environmental Charter Middle,Gardena,90247
New Vision Middle,Highland,92346
Adelanto Elementary,Adelanto,92301
Donald F. Bradach Elementary,Adelanto,92301
Mesa Linda Middle,Victorville,92392
Westside Park Elementary,Adelanto,92301
Eagle Ranch Elementary,Adelanto,92301
Morgan Kincaid Preparatory,Victorville,92392
George Visual and Performing Arts Magnet and Middle,Adelanto,92301
Columbia Middle,Adelanto,92301
Theodore Vick Elementary,Adelanto,92301
Victoria Magathan Elementary,Adelanto,92301
West Creek Elementary,Victorville,92395
Gus Franklin Jr. School,Victorville,92395
El Mirage,Adelanto,92301
Melva Davis Academy of Excellence,Victorville,92394
Adelanto Virtual Academy,Victorville,92394
ASA Charter,San Bernardino,92405
Kid Street Learning Center Charter,Santa Rosa,95401
Los Angeles College Prep Academy,Los Angeles,90042
Aspen Valley Prep Academy,Fresno,93705
Vista Norte Public Charter,Rialto,92376
California Virtual Academy @ Los Angeles,Simi Valley,93065
Civicorps Corpsmember Academy,Oakland,94607
Cox Academy,Oakland,94603
Manzanita Public Charter,Vandenberg Air Force Base,93437
Animo College Preparatory Academy,Los Angeles,90002
Rise Kohyang Elementary,Los Angeles,90057
Richmond College Preparatory,Richmond,94804
Rise Kohyang Middle,Los Angeles,90010
AeroSTEM Academy,Yuba City,95991
ICEF Inglewood Elementary Charter Academy,Inglewood,90301
Caliber: Beta Academy,Richmond,94804
University Prep -  Fresno,Ontario,91764
Kings Valley Academy II,Hanford,93280
Rocketship Rising Stars,San Jose,95111
Horizon Charter,Lincoln,95648
ICEF View Park Preparatory High,Los Angeles,90043
Accelerated,Los Angeles,90037
Opportunities for Learning - Baldwin Park,Irwindale,91706
CORE Charter,Marysville,95901
Los Feliz Charter Middle School for the Arts,Los Angeles,90065
Village Charter Academy,Canoga Park,91303
Bella Mente Montessori Academy,Vista,92083
REACH Leadership STEAM Academy,Riverside,92507
Epiphany Prep Charter,Escondido,92025
South Sutter Charter,East Nicolaus,95659
Camino Nuevo Charter Academy #2,Los Angeles,90020
Ararat Charter,Van Nuys,91401
Sky Mountain Charter,Placerville,95667
Ballington Academy for the Arts and Sciences,El Centro,92243
Insight School of California,Simi Valley,93065
Mission Academy,Acton,93510
North Oakland Community Charter,Oakland,94608
Dr. Lewis Dolphin Stallworth Sr. Charter,Stockton,95205
Summit Public School: Rainier,San Jose,95127
Community Preparatory Academy,Los Angeles,90044
Mojave River Academy - Marble City,Phelan,92371
Hume Lake Charter,Hume,93628
High Tech High,San Diego,92106
Scholarship Prep,Santa Ana,92706
Lodestar: A Lighthouse Community Charter Public,Oakland,94603
River Islands Technology Academy II,Lathrop,95330
National Univ Acad HomeSch/Independent Study Orange Co,Mission Viejo,92692
El Sol Santa Ana Science and Arts Academy,Santa Ana,92701
University Preparatory,Redding,96001
Vista Condor Global Academy,Santa Ana,92703
APEX Academy,Los Angeles,90028
EPIC de Cesar Chavez,Tehachapi,93561
Classical Academy High,Escondido,92025
KIPP Raices Academy,Los Angeles,90022
Rio Valley Charter,Lodi,95240
Renaissance Arts Academy,Los Angeles,90065
Yav Pem Suab Academy - Preparing for the Future Charter,Sacramento,95831
High Tech Elementary Explorer,San Diego,92106
City Language Immersion Charter,Los Angeles,90019
William G. Paden Elementary,Alameda,94501
Bay Farm,Alameda,94502
Alameda High,Alameda,94501
Amelia Earhart Elementary,Alameda,94502
Edison Elementary,Alameda,94501
Encinal Junior/Senior High,Alameda,94501
Love Elementary,Alameda,94501
Island High (Continuation),Alameda,94501
Lincoln Middle,Alameda,94501
Donald D. Lum Elementary,Alameda,94501
Frank Otis Elementary,Alameda,94501
Will C. Wood Middle,Alameda,94501
Franklin Elementary,Alameda,94501
Alameda Science and Technology Institute,Alameda,94501
Ruby Bridges Elementary,Alameda,94501
Maya Lin,Alameda,94501
Alameda Unified Special Education,Alameda,94501
Voices College-Bound Language Academy at Morgan Hill,Morgan Hill,95037
Uplift Monterey,Ontario,91764
Plumas Charter,Quincy,95971
Oak Park Preparatory Academy,Sacramento,95817
Futures High,Sacramento,95838
California Montessori Project - Elk Grove Campus,Elk Grove,95624
ISANA Achernar Academy,Compton,90222
Aspire University Charter,Modesto,95351
Vista Oaks Charter,Lodi,95242
Gold Rush Charter,Sonora,95370
SIATech,Oceanside,92056
Rocketship Mateo Sheedy Elementary,San Jose,95110
Mare Island Technology Academy,Vallejo,94589
